Script started on Thu 03 Nov 2016 06:17:46 PM CET
P8_38 pinmux file not found!
sudo: no askpass program specified, try setting SUDO_ASKPASS
Cannot write pinmux file: /sys/devices/platform/ocp/ocp*P8_38_pinmux/state
P8_37 pinmux file not found!
sudo: no askpass program specified, try setting SUDO_ASKPASS
Cannot write pinmux file: /sys/devices/platform/ocp/ocp*P8_37_pinmux/state
Pin configuration complete
(chalmersbike) ]0;debian@beaglebone: ~/chalmersbike[01;32mdebian@beaglebone[00m:[01;34m~/chalmersbike[00m$ python testing/steering_motor/SteeringMotorTestLukas.py 
Input a velocity between 0 and 10 deg/s 2
tdelta = 0.000000
Enter the desired self.angle! The test will start afterwards! -10
Time=0.000376,	 tdelta = 0.000000,	 Angular Velocity = 1.999992	
Time=0.754955,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=0.769646,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=0.782499,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=0.794206,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=0.806847,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=0.821817,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=0.835263,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=0.844654,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=0.851873,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=0.866820,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=0.877128,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=0.886522,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=0.896994,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=0.904199,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=0.909610,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=0.915105,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=0.920158,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=0.925811,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=0.931121,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=0.936094,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=0.941719,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=0.947008,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=0.952738,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=0.962512,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=0.971881,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=0.980229,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=0.986945,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=0.992007,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=0.997409,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.003545,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.013000,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.021073,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.026466,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.031527,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.036540,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.041481,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.046908,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.052639,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.057729,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.063579,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.068508,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.073437,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.078610,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.083878,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.088781,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.093690,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.099090,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.104048,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.110093,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.116310,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.120924,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.126343,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.131109,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.135761,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.140351,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.144927,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.149685,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.155541,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.160221,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.164756,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.170929,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.175700,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.190179,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.197146,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.202926,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.208341,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.214801,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.220308,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.225382,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.230820,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.236567,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.243849,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.248877,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.254179,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.262107,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.270496,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.275918,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.281078,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.286595,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.292321,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.297291,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.302459,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.307440,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.313109,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.319152,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.330253,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.339153,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.345312,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.351066,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.356045,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.362761,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.368253,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.373093,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.378269,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.385708,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.392733,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.397744,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.403441,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.409098,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.415152,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.420904,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.430519,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.435700,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.440565,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.445498,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.451433,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.456441,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.462296,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.470950,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.477040,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.482479,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.487821,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.497336,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.504716,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.510462,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.515972,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.522480,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.528025,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.532982,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.538228,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.543235,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.548185,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.553094,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.558265,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.563793,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.573753,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.582770,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.592114,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.598816,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.604277,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.609135,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.615024,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=1.620757,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
^CTraceback (most recent call last):
  File "testing/steering_motor/SteeringMotorTestLukas.py", line 98, in <module>
    test = Test()
  File "testing/steering_motor/SteeringMotorTestLukas.py", line 94, in __init__
    self.steering_motor_drive.set_angular_velocity(0)
  File "/home/debian/chalmersbike/testing/steering_motor/../../actuators/steeringMotor.py", line 40, in set_angular_velocity
    self.set_PWM_duty_cycle(duty_cycle)
  File "/home/debian/chalmersbike/testing/steering_motor/../../actuators/steeringMotor.py", line 31, in set_PWM_duty_cycle
    PWM.set_duty_cycle(steeringMotor_Channel, duty_cycle)
RuntimeError: You must start() the PWM channel first
(chalmersbike) ]0;debian@beaglebone: ~/chalmersbike[01;32mdebian@beaglebone[00m:[01;34m~/chalmersbike[00m$ python testing/steering_motor/SteeringMotorTestLukas.py 
Input a velocity between 0 and 10 deg/s 10
tdelta = 0.000000
Enter the desired self.angle! The test will start afterwards! -20
Time=0.000379,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=0.004730,	 tdelta = 0.000000,	 Angular Velocity = 9.999960	
Time=0.016007,	 tdelta = -0.019459,	 Angular Velocity = 9.999960	
Time=0.024661,	 tdelta = -0.094054,	 Angular Velocity = 9.999960	
Time=0.037392,	 tdelta = -0.202703,	 Angular Velocity = 9.999960	
Time=0.047298,	 tdelta = -0.290270,	 Angular Velocity = 9.999960	
Time=0.056530,	 tdelta = -0.353513,	 Angular Velocity = 9.999960	
Time=0.066197,	 tdelta = -0.429730,	 Angular Velocity = 9.999960	
Time=0.076146,	 tdelta = -0.538378,	 Angular Velocity = 9.999960	
Time=0.084698,	 tdelta = -0.642162,	 Angular Velocity = 9.999960	
Time=0.092855,	 tdelta = -0.741081,	 Angular Velocity = 9.999960	
Time=0.102731,	 tdelta = -0.864324,	 Angular Velocity = 9.999960	
Time=0.112103,	 tdelta = -0.971351,	 Angular Velocity = 9.999960	
Time=0.122023,	 tdelta = -1.096216,	 Angular Velocity = 9.999960	
Time=0.130405,	 tdelta = -1.175675,	 Angular Velocity = 9.999960	
Time=0.138000,	 tdelta = -1.251892,	 Angular Velocity = 9.999960	
Time=0.147573,	 tdelta = -1.380000,	 Angular Velocity = 9.999960	
Time=0.156968,	 tdelta = -1.485405,	 Angular Velocity = 9.999960	
Time=0.165473,	 tdelta = -1.590811,	 Angular Velocity = 9.999960	
Time=0.176009,	 tdelta = -1.699459,	 Angular Velocity = 9.999960	
Time=0.183815,	 tdelta = -1.787027,	 Angular Velocity = 9.999960	
Time=0.191984,	 tdelta = -1.866486,	 Angular Velocity = 9.999960	
Time=0.202182,	 tdelta = -1.976756,	 Angular Velocity = 9.999960	
Time=0.212104,	 tdelta = -2.082162,	 Angular Velocity = 9.999960	
Time=0.220817,	 tdelta = -2.169729,	 Angular Velocity = 9.999960	
Time=0.229273,	 tdelta = -2.270270,	 Angular Velocity = 9.999960	
Time=0.237514,	 tdelta = -2.349729,	 Angular Velocity = 9.999960	
Time=0.248207,	 tdelta = -2.474594,	 Angular Velocity = 9.999960	
Time=0.259750,	 tdelta = -2.592973,	 Angular Velocity = 9.999960	
Time=0.268352,	 tdelta = -2.680540,	 Angular Velocity = 9.999960	
Time=0.279043,	 tdelta = -2.785945,	 Angular Velocity = 9.999960	
Time=0.288173,	 tdelta = -2.888108,	 Angular Velocity = 9.999960	
Time=0.297339,	 tdelta = -3.001621,	 Angular Velocity = 9.999960	
Time=0.306371,	 tdelta = -3.118378,	 Angular Velocity = 9.999960	
Time=0.316983,	 tdelta = -3.230270,	 Angular Velocity = 9.999960	
Time=0.328117,	 tdelta = -3.355135,	 Angular Velocity = 9.999960	
Time=0.336800,	 tdelta = -3.437837,	 Angular Velocity = 9.999960	
Time=0.345954,	 tdelta = -3.536756,	 Angular Velocity = 9.999960	
Time=0.354801,	 tdelta = -3.634053,	 Angular Velocity = 9.999960	
Time=0.365063,	 tdelta = -3.741080,	 Angular Velocity = 9.999960	
Time=0.375886,	 tdelta = -3.880540,	 Angular Velocity = 9.999960	
Time=0.384673,	 tdelta = -3.969729,	 Angular Velocity = 9.999960	
Time=0.393790,	 tdelta = -4.063783,	 Angular Velocity = 9.999960	
Time=0.402774,	 tdelta = -4.178918,	 Angular Velocity = 9.999960	
Time=0.411775,	 tdelta = -4.276216,	 Angular Velocity = 9.999960	
Time=0.419860,	 tdelta = -4.358918,	 Angular Velocity = 9.999960	
Time=0.430405,	 tdelta = -4.465945,	 Angular Velocity = 9.999960	
Time=0.437660,	 tdelta = -4.542161,	 Angular Velocity = 9.999960	
Time=0.446155,	 tdelta = -4.647567,	 Angular Velocity = 9.999960	
Time=0.455206,	 tdelta = -4.754594,	 Angular Velocity = 9.999960	
Time=0.463592,	 tdelta = -4.840540,	 Angular Velocity = 9.999960	
Time=0.473480,	 tdelta = -4.963783,	 Angular Velocity = 9.999960	
Time=0.483480,	 tdelta = -5.070810,	 Angular Velocity = 9.999960	
Time=0.492959,	 tdelta = -5.169729,	 Angular Velocity = 9.999960	
Time=0.501645,	 tdelta = -5.267026,	 Angular Velocity = 9.999960	
Time=0.512013,	 tdelta = -5.364323,	 Angular Velocity = 9.999960	
Time=0.519684,	 tdelta = -5.450269,	 Angular Velocity = 9.999960	
Time=0.527991,	 tdelta = -5.541080,	 Angular Velocity = 9.999960	
Time=0.536815,	 tdelta = -5.638377,	 Angular Velocity = 9.999960	
Time=0.546590,	 tdelta = -5.753513,	 Angular Velocity = 9.999960	
Time=0.557348,	 tdelta = -5.863783,	 Angular Velocity = 9.999960	
Time=0.567371,	 tdelta = -5.961080,	 Angular Velocity = 9.999960	
Time=0.576675,	 tdelta = -6.055134,	 Angular Velocity = 9.999960	
Time=0.584872,	 tdelta = -6.162161,	 Angular Velocity = 9.999960	
Time=0.595160,	 tdelta = -6.262702,	 Angular Velocity = 9.999960	
Time=0.602716,	 tdelta = -6.376215,	 Angular Velocity = 9.999960	
Time=0.612216,	 tdelta = -6.483242,	 Angular Velocity = 9.999960	
Time=0.621841,	 tdelta = -6.599999,	 Angular Velocity = 9.999960	
Time=0.632257,	 tdelta = -6.677837,	 Angular Velocity = 9.999960	
Time=0.643905,	 tdelta = -6.804323,	 Angular Velocity = 9.999960	
Time=0.652840,	 tdelta = -6.890269,	 Angular Velocity = 9.999960	
Time=0.662220,	 tdelta = -7.005404,	 Angular Velocity = 9.999960	
Time=0.671597,	 tdelta = -7.122161,	 Angular Velocity = 9.999960	
Time=0.680621,	 tdelta = -7.212972,	 Angular Velocity = 9.999960	
Time=0.689176,	 tdelta = -7.313512,	 Angular Velocity = 9.999960	
Time=0.697967,	 tdelta = -7.418918,	 Angular Velocity = 9.999960	
Time=0.707200,	 tdelta = -7.519458,	 Angular Velocity = 9.999960	
Time=0.717361,	 tdelta = -7.613512,	 Angular Velocity = 9.999960	
Time=0.725970,	 tdelta = -7.720539,	 Angular Velocity = 9.999960	
Time=0.734502,	 tdelta = -7.834053,	 Angular Velocity = 9.999960	
Time=0.744384,	 tdelta = -7.911891,	 Angular Velocity = 9.999960	
Time=0.751791,	 tdelta = -8.007566,	 Angular Velocity = 9.999960	
Time=0.760182,	 tdelta = -8.101620,	 Angular Velocity = 9.999960	
Time=0.770344,	 tdelta = -8.226485,	 Angular Velocity = 9.999960	
Time=0.780073,	 tdelta = -8.317296,	 Angular Velocity = 9.999960	
Time=0.790996,	 tdelta = -8.430809,	 Angular Velocity = 9.999960	
Time=0.801232,	 tdelta = -8.560539,	 Angular Velocity = 9.999960	
Time=0.809532,	 tdelta = -8.664323,	 Angular Velocity = 9.999960	
Time=0.819700,	 tdelta = -8.756755,	 Angular Velocity = 9.999960	
Time=0.827867,	 tdelta = -8.849188,	 Angular Velocity = 9.999960	
Time=0.836690,	 tdelta = -8.952971,	 Angular Velocity = 9.999960	
Time=0.844821,	 tdelta = -9.034053,	 Angular Velocity = 9.999960	
Time=0.852665,	 tdelta = -9.111890,	 Angular Velocity = 9.999960	
Time=0.862214,	 tdelta = -9.209188,	 Angular Velocity = 9.999960	
Time=0.872869,	 tdelta = -9.312971,	 Angular Velocity = 9.999960	
Time=0.880886,	 tdelta = -9.405404,	 Angular Velocity = 9.999960	
Time=0.891334,	 tdelta = -9.525404,	 Angular Velocity = 9.999960	
Time=0.900196,	 tdelta = -9.638917,	 Angular Velocity = 9.999960	
Time=0.908545,	 tdelta = -9.718377,	 Angular Velocity = 9.999960	
Time=0.917858,	 tdelta = -9.823782,	 Angular Velocity = 9.999960	
Time=0.926153,	 tdelta = -9.904863,	 Angular Velocity = 9.999960	
Time=0.936827,	 tdelta = -10.003782,	 Angular Velocity = 9.999960	
Time=0.946072,	 tdelta = -10.105944,	 Angular Velocity = 9.999960	
Time=0.952796,	 tdelta = -10.161079,	 Angular Velocity = 9.999960	
Time=0.962769,	 tdelta = -10.284323,	 Angular Velocity = 9.999960	
Time=0.972849,	 tdelta = -10.405944,	 Angular Velocity = 9.999960	
Time=0.981898,	 tdelta = -10.506485,	 Angular Velocity = 9.999960	
Time=0.990191,	 tdelta = -10.608647,	 Angular Velocity = 9.999960	
Time=1.000602,	 tdelta = -10.725404,	 Angular Velocity = 9.999960	
Time=1.009169,	 tdelta = -10.822701,	 Angular Velocity = 9.999960	
Time=1.019265,	 tdelta = -10.918377,	 Angular Velocity = 9.999960	
Time=1.028058,	 tdelta = -11.009187,	 Angular Velocity = 9.999960	
Time=1.038045,	 tdelta = -11.134052,	 Angular Velocity = 9.999960	
Time=1.047447,	 tdelta = -11.252431,	 Angular Velocity = 9.999960	
Time=1.054707,	 tdelta = -11.312431,	 Angular Velocity = 9.999960	
Time=1.060724,	 tdelta = -11.391890,	 Angular Velocity = 9.999960	
Time=1.072247,	 tdelta = -11.531349,	 Angular Velocity = 9.999960	
Time=1.082060,	 tdelta = -11.614052,	 Angular Velocity = 9.999960	
Time=1.091562,	 tdelta = -11.717836,	 Angular Velocity = 9.999960	
Time=1.100781,	 tdelta = -11.815133,	 Angular Velocity = 9.999960	
Time=1.110118,	 tdelta = -11.907566,	 Angular Velocity = 9.999960	
Time=1.117161,	 tdelta = -12.001620,	 Angular Velocity = 9.999960	
Time=1.127866,	 tdelta = -12.102160,	 Angular Velocity = 9.999960	
Time=1.135969,	 tdelta = -12.201079,	 Angular Velocity = 9.999960	
Time=1.144966,	 tdelta = -12.295133,	 Angular Velocity = 9.999960	
Time=1.155870,	 tdelta = -12.410268,	 Angular Velocity = 9.999960	
Time=1.164713,	 tdelta = -12.509187,	 Angular Velocity = 9.999960	
Time=1.173969,	 tdelta = -12.611349,	 Angular Velocity = 9.999960	
Time=1.183519,	 tdelta = -12.711890,	 Angular Velocity = 9.999960	
Time=1.192637,	 tdelta = -12.825403,	 Angular Velocity = 9.999960	
Time=1.202305,	 tdelta = -12.934052,	 Angular Velocity = 9.999960	
Time=1.211469,	 tdelta = -13.036214,	 Angular Velocity = 9.999960	
Time=1.218716,	 tdelta = -13.110809,	 Angular Velocity = 9.999960	
Time=1.229269,	 tdelta = -13.204863,	 Angular Velocity = 9.999960	
Time=1.238524,	 tdelta = -13.319998,	 Angular Velocity = 9.999960	
Time=1.248066,	 tdelta = -13.401079,	 Angular Velocity = 9.999960	
Time=1.257285,	 tdelta = -13.504863,	 Angular Velocity = 9.999960	
Time=1.267135,	 tdelta = -13.637836,	 Angular Velocity = 9.999960	
Time=1.275857,	 tdelta = -13.731890,	 Angular Velocity = 9.999960	
Time=1.285018,	 tdelta = -13.847025,	 Angular Velocity = 9.999960	
Time=1.295243,	 tdelta = -13.965403,	 Angular Velocity = 9.999960	
Time=1.303036,	 tdelta = -14.052971,	 Angular Velocity = 9.999960	
Time=1.312956,	 tdelta = -14.148646,	 Angular Velocity = 9.999960	
Time=1.324676,	 tdelta = -14.286484,	 Angular Velocity = 9.999960	
Time=1.334805,	 tdelta = -14.380538,	 Angular Velocity = 9.999960	
Time=1.344172,	 tdelta = -14.497295,	 Angular Velocity = 9.999960	
Time=1.353734,	 tdelta = -14.615673,	 Angular Velocity = 9.999960	
Time=1.361936,	 tdelta = -14.693511,	 Angular Velocity = 9.999960	
Time=1.372022,	 tdelta = -14.807025,	 Angular Velocity = 9.999960	
Time=1.383515,	 tdelta = -14.922160,	 Angular Velocity = 9.999960	
Time=1.392588,	 tdelta = -15.014592,	 Angular Velocity = 9.999960	
Time=1.402671,	 tdelta = -15.132970,	 Angular Velocity = 9.999960	
Time=1.411261,	 tdelta = -15.228646,	 Angular Velocity = 9.999960	
Time=1.419056,	 tdelta = -15.316214,	 Angular Velocity = 9.999960	
Time=1.428499,	 tdelta = -15.408646,	 Angular Velocity = 9.999960	
Time=1.439091,	 tdelta = -15.527024,	 Angular Velocity = 9.999960	
Time=1.446289,	 tdelta = -15.604862,	 Angular Velocity = 9.999960	
Time=1.459580,	 tdelta = -15.732970,	 Angular Velocity = 9.999960	
Time=1.467590,	 tdelta = -15.828646,	 Angular Velocity = 9.999960	
Time=1.477197,	 tdelta = -15.924322,	 Angular Velocity = 9.999960	
Time=1.486542,	 tdelta = -16.045943,	 Angular Velocity = 9.999960	
Time=1.496204,	 tdelta = -16.139997,	 Angular Velocity = 9.999960	
Time=1.505390,	 tdelta = -16.250268,	 Angular Velocity = 9.999960	
Time=1.514484,	 tdelta = -16.347565,	 Angular Velocity = 9.999960	
Time=1.523395,	 tdelta = -16.427024,	 Angular Velocity = 9.999960	
Time=1.534035,	 tdelta = -16.548646,	 Angular Velocity = 9.999960	
Time=1.542404,	 tdelta = -16.621619,	 Angular Velocity = 9.999960	
Time=1.553006,	 tdelta = -16.730267,	 Angular Velocity = 9.999960	
Time=1.561620,	 tdelta = -16.861619,	 Angular Velocity = 9.999960	
Time=1.570062,	 tdelta = -16.949186,	 Angular Velocity = 9.999960	
Time=1.579471,	 tdelta = -17.057835,	 Angular Velocity = 9.999960	
Time=1.588510,	 tdelta = -17.169727,	 Angular Velocity = 9.999960	
Time=1.598157,	 tdelta = -17.283240,	 Angular Velocity = 9.999960	
Time=1.607917,	 tdelta = -17.377294,	 Angular Velocity = 9.999960	
Time=1.619173,	 tdelta = -17.502159,	 Angular Velocity = 9.999960	
Time=1.625506,	 tdelta = -17.581619,	 Angular Velocity = 9.999960	
Time=1.635320,	 tdelta = -17.680538,	 Angular Velocity = 9.999960	
Time=1.644596,	 tdelta = -17.800538,	 Angular Velocity = 9.999960	
Time=1.654291,	 tdelta = -17.905943,	 Angular Velocity = 9.999960	
Time=1.663867,	 tdelta = -18.006483,	 Angular Velocity = 9.999960	
Time=1.669671,	 tdelta = -18.068105,	 Angular Velocity = 9.999960	
Time=1.679659,	 tdelta = -18.170267,	 Angular Velocity = 9.999960	
Time=1.687971,	 tdelta = -18.256213,	 Angular Velocity = 9.999960	
Time=1.697069,	 tdelta = -18.363240,	 Angular Velocity = 9.999960	
Time=1.706542,	 tdelta = -18.470267,	 Angular Velocity = 9.999960	
Time=1.717694,	 tdelta = -18.591889,	 Angular Velocity = 9.999960	
Time=1.725592,	 tdelta = -18.677835,	 Angular Velocity = 9.999960	
Time=1.735159,	 tdelta = -18.775132,	 Angular Velocity = 9.999960	
Time=1.744372,	 tdelta = -18.870808,	 Angular Velocity = 9.999960	
Time=1.753611,	 tdelta = -18.969727,	 Angular Velocity = 9.999960	
Time=1.763238,	 tdelta = -19.062159,	 Angular Velocity = 9.999960	
Time=1.772040,	 tdelta = -19.174051,	 Angular Velocity = 9.999960	
Time=1.781016,	 tdelta = -19.285943,	 Angular Velocity = 9.999960	
Time=1.789707,	 tdelta = -19.384862,	 Angular Velocity = 9.999960	
Time=1.799696,	 tdelta = -19.490267,	 Angular Velocity = 9.999960	
Time=1.808932,	 tdelta = -19.577835,	 Angular Velocity = 9.999960	
Time=1.818334,	 tdelta = -19.657294,	 Angular Velocity = 9.999960	
Time=1.827760,	 tdelta = -19.774051,	 Angular Velocity = 9.999960	
Time=1.836669,	 tdelta = -19.859997,	 Angular Velocity = 9.999960	
Time=1.846318,	 tdelta = -19.967024,	 Angular Velocity = 9.999960	
Time=1.856348,	 tdelta = -20.090267,	 Angular Velocity = 9.999960	
(chalmersbike) ]0;debian@beaglebone: ~/chalmersbike[01;32mdebian@beaglebone[00m:[01;34m~/chalmersbike[00m$ python testing/steering_motor/SteeringMotorTestLukas.py 
Input a velocity between 0 and 10 deg/s 50
tdelta = 0.000000
Enter the desired self.angle! The test will start afterwards! -100
Time=0.000468,	 tdelta = 0.000000,	 Angular Velocity = 49.999799	
Time=0.006055,	 tdelta = -0.001622,	 Angular Velocity = 49.999799	
Time=0.015255,	 tdelta = -0.293513,	 Angular Velocity = 49.999799	
Time=0.024087,	 tdelta = -0.710270,	 Angular Velocity = 49.999799	
Time=0.031177,	 tdelta = -1.063784,	 Angular Velocity = 49.999799	
Time=0.042508,	 tdelta = -1.514594,	 Angular Velocity = 49.999799	
Time=0.052139,	 tdelta = -2.017297,	 Angular Velocity = 49.999799	
Time=0.062926,	 tdelta = -2.472973,	 Angular Velocity = 49.999799	
